,Job Title,Company,City,Description,Days On Indeed,URL
55,Data Scientist - Intern (Summer 2020),"Systems Planning and Analysis, Inc.","Washington, DC","Experience with preprocessing varied and unstructured data. Experience with common data science tools such as Python, R, or other scripting language.",5,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A9iRlroMm07lYYI3dFCEt8cETOqHrMaOLrsdITsZByvSJGGsIEEccsJw2Nbvm3ZC8zQnYvB-f6CZm4ncnQAgJBalJd4epOKCPVLCsz9XApoyvvhkTqjzs7tQ5k5euUtOYu2cf5rIjvaZo3ykQ8-lHGalw9hgnnRyOPfgaQVIfj8vVJ66mZwGhqzR0gOA0H5fl7EsoJriloh4CaxauNUQs7FQ1OVu6xZJ3OvQl0JkW9lhvt3deIzqGiEqQl4lsVlFOuKJ_C5LQtYtXlk_JXkjOy_rfwXjdNWpOXTET6rfYBERVh-J95His20OKXVckrdQrgyRAq5vLCt3hYouKAGirNM_dH_zTvv0K9foJeTT-9jWSGl9Og8BR1T8Irz2fmHLlcO1agFRHTCsyl5e5nsidhYC3BS4KMuw8715c_2usNt8retcdd38TePPTNmZ24WX_R7QVpT8XrEkagJl23Tb4BGmjF633tIPRccDWzfABT3Ba_uiMG6SlIIdrfZ3sSbYmL2pto3eEkgaV_cBd4VL6H42gn_MZqq_G0jvXCtv19TdMPSdIZnWfc7A0T8SbwT2v2pOQZwfWCDjtO3CL6TgV-3gqXTPzwQrbP7gT4ZTusBjnrAETKmDZ9zBmiXJ1bujvHleGWzd-HW_186a7rDtXhApBND90giMF3WYQahoNgCs88JWvZ8bTX&p=12&fvj=0&vjs=3
56,Graduate Studies Program - Data Scientist,Central Intelligence Agency,"Washington, DC","As a Data Scientist Graduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision…",30+,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjYyztgCjYk9Nn1Yk0fikpBCXlbJRto7tbrtR6ny1gwoDYbGX4DLgV4jACPGKx-78S7ubsJe0cRVFqwrXomGJVxXuVov68Tz-VjWixzObefPCyN4hofwtIqHyq2I1IshXUEvUe2slKEEpSN4XLj12mySa4OChuqFpfwUJYW94FxlGel8X-5ed61LwmBnmW4UPqrubVhkYqIm9QnKrgNa8sNLe-ak_aFQkTBTfMjwhOTljuFsRypX6-mubMO3BIhmuaBHYDm5uuGZny7ws2SLeDVtHLSqInSS9MThD-5v3THHlZPLUYgOoHn3I9D26qRVyfcNnMsOz1kPIlygE1XyqrEtP6Y6fxRBwjyAdrtHvjE0qpgOCmqQA_c2NJdfzqLZnUs4_UaFsvaFSOHnlgjLz2WIFuwsYLYwF2oUTbdW7Ir2s1zqdRjOPxYVgj0O8aOYh5zPoez1xC1wlJTXPFaQO-KwmPr7SlHonb51oA1Euol-yX2xvP3T6K74Q3F0C69PixQ==&p=13&fvj=0&vjs=3
57,Operations Research Analyst Intern,"Systems Planning and Analysis, Inc.","Alexandria, VA 22311 (Alexandria West area)","Apply innovative concepts, quantitative tools and creative data visualization methods. Working towards a Bachelor’s degree in Engineering, Math, Ops Research,…",5,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A9iRlroMm07lYYI3dFCEt8cETOqHrMaOLrsdITsZByvSJGGsIEEccsJw2Nbvm3ZC8zQnYvB-f6CTIUpOaOLLV7KqJKC6L8M3yiqBKHgXradA-B3tGb6D91_SSzq6bwF3j_eRFdcXyXGpBRMva-NZAPVpwf0t-aESaOGlXyEbo2dvYS4rSMP7dspQgHvy0rJ9ztyorpcHWVIocmAieOMHz-l3aYX174D2lz7S8gEzeDRp3eIju1iB5UG1iyk8lF60qan-9earQqkZrsqG8wv-7pKODnc21P5sJBljluCAXwNOs7aZr9-DTjQmH7Ws6VFm4kd-Clxarej2lHQZVGL1gGQuGeauCaRHT-xARNmBfWPaHXI-ISxLoJbCqKNRUwkD0R9Aq7nlxcJCo2JVbI6dM3981dVi1A14qleXVj3pTQhlQwTU-Ipuo7pe1MnJ8lOYXfb7aYoXMf4IDmePPJvU7fKyJUTWUZIDtzwyCMYQzYP2h8tvii2xtcREy6uA5AAAjaGE1h4D0tlyuwkG2g1eP4Dzaw47ZDdkJWsjgSSt2SzV3a57D-7v-syVGFr-NWDJV-Dz4MpsHZJ2XKc7psG7bUGU1EIfyDcvo8QwZJjsonTjPFkhtH1FKD0-8HZahgCxLvSUaZ1cQR4T_WCwlJzzFKjNrSTMtg7ALKBrMXQHZ44DjuG8YN4BKb&p=0&fvj=0&vjs=3
58,Data Scientist - Intern (Summer 2020),"Systems Planning and Analysis, Inc.","Alexandria, VA 22311 (Alexandria West area)","Experience with preprocessing varied and unstructured data. Experience with common data science tools such as Python, R, or other scripting language.",5,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A9iRlroMm07lYYI3dFCEt8cETOqHrMaOLrsdITsZByvSJGGsIEEccsJw2Nbvm3ZC8zQnYvB-f6CZm4ncnQAgJBalJd4epOKCPVLCsz9XApoyvvhkTqjzs7tQ5k5euUtOYu2cf5rIjvaZo3ykQ8-lHGalw9hgnnRyOPfgaQVIfj8vVJ66mZwGhqzR0gOA0H5fl7EsoJriloh6bbhvAMQTcWsiqJfiZ-ZHpqa6CPuaLB0RO5Ljk12jyqLHNRzz3N-6O89kZHuSJfQwEzmrtbr4TPpse7pTR0P9HILa4XGC_WRU2pkp3OG1Em0xEe_bnp0zNBWk6c5tNEN73LxQL1r8f0EO0JeSfND-wPY_7Xe9SSJvy4GNwRohgpoI-gSaXY6D4liRMkSKZETN74IEBG7XuWW9algves82RxbIWlvN9UjIlrXUVhkhxrfv3dzrLKiwikPojOJcLUz5K33M-fvsQLkybuoMNoIpH7gl5J9x-EIVKkHl3AgOEsmwgsNFcjdxlLSCIVdqxLgU1LcZiZH3Yx6e7gERjDDAJ1_XckiiBxZFsKv8wn6d_KLyy8O0RmIQhwIcRGAMnl7MbgZ03NfpetZMUQLQ7u5bMXDW6wOGhO_u-afE9LmRsftzN9yc_1Ra6kEyvsIhC0GK-ccwPkbyxXAcuN1WJpk7q5x2cfRiH8eHrC6PogAvcS&p=1&fvj=0&vjs=3
59,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Alexandria, VA 22311 (Alexandria West area)","As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision…",30+,www.indeed.com/cmp/Central-Intelligence-Agency
60,Data Scientist,Central Intelligence Agency,"Alexandria, VA 22311 (Alexandria West area)","As a Data Scientist for the CIA, you will organize and interpret data to inform US decision makers, drive successful operations and shape CIA technology and…",30+,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjZycesTIQYxFSJWWs_8HUdDB9hwnbzKrEDmqNEQWLfwRG9GenFiLzX9NjSKXd29GoPxByddGgCwKJYfyC_zQmmOKYurIfyNb0Bi_9DTQbXlY-wGT1MDWens1AdxQPyBrFjmE5eAoHJawZzwKy6U7ImAHY1zrl3G6ZJupp9kWO02znNjCh-0Qv9htDtlbc5zqwMJ687_2EZQnXU4mRZpkbCqnuhTZUma1UAjbEeqMCdVNKIhWxS1eIc0d7K10dQUZtbkgMlJokia7ZZ_Za03K8ltf4BaYHrntryTLWwzAwYzkjyQDMkapLXJb1VZUWtpFtBs16t7a3DvJYq5lY4eD8c4FANTrjAYAlU6XplYbX6asUcqfPXvmx2lRK0x97m5XmQ7ne5QeK9g_FTyTZ4eJ81DBlluk41I7RQc6tJiFtx6ncpN79Rb8yhjUMt2wlODtsSkKNA0Llpfy&p=3&fvj=0&vjs=3
61,Graduate Studies Program - Data Scientist,Central Intelligence Agency,"Alexandria, VA 22311 (Alexandria West area)","As a Data Scientist Graduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision…",30+,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjYyztgCjYk9Nn1Yk0fikpBCXlbJRto7tbrtR6ny1gwoDYbGX4DLgV4jACPGKx-78S7ubsJe0cRVFqwrXomGJVxXuVov68Tz-VjWixzObefPCyN4hofwtIqHyq2I1IshXUEvUe2slKEEpSN4XLj12mySa4OChuqFpf9P0FKK4-iKOdS0-plYZHsSTOhk3grZMSYxZD2hye9cYJod-dMFJokUXkYBeY-plkNHcVZtC8rkmljPj-sR4OeS5bZQ9Dn2qqZaKw2v0maNVDjpwgzUezZagpSeRd5-IybIRI70-YU5Fm-urNtsR5VGlmUplfX8PT2T_KNKFhfXUtQFGV19nb9nQXYj9v82yLKxO5FJ8avHGlaMQY7GfKoUIeuezZzHCIZOhC1nwSSpjIKtR_FbsAKceiyBt9AJTghk464FIA1MTZMnrURhwYC8c9RW2jjB9TuL9ci9nik9vo7sBhuVK3WIdYk2YgyHtGu4H17wL3mR4_H_CKKg0-Olfv6QMbvczbLeWmoIrFWOR&p=4&fvj=0&vjs=3
62,Accenture Labs - Cyber Security Research & Develpment Progra...,Accenture,"Alexandria, VA 22311 (Alexandria West area)","Experience working with data intensive software projects. Internship or academic experience with programming languages C#, Python, Java, Linux, Scala, .",30+,www.indeed.com/rc/clk?jk=28ff4cce66169792&fccid=a4e4e2eaf26690c9&vjs=3
63,Data Science Internship,FiscalNote,"Alexandria, VA 22311 (Alexandria West area)","Explore new data sources for integration with current data and new types of analysis. Create and collaborate on narratives from the data, including interesting…",30+,www.indeed.com/rc/clk?jk=ce6f32821ae8ee26&fccid=d55ba0bc1050147f&vjs=3
64,Central Maryland Summer Games 2020 Data Scientist Intern,Booz Allen Hamilton,"Alexandria, VA 22311 (Alexandria West area)","Work with internal or external clients through stages of the consulting life cycle, including business development, assignment planning, data gathering, data…",30+,www.indeed.com/rc/clk?jk=c76a32282c755cd7&fccid=4e041af1d0af1bc8&vjs=3
65,Research and Development Engineering Intern,Penn State University,"Alexandria, VA 22311 (Alexandria West area)","As a data scientist, duties will include researching and developing feasible algorithmic solutions to given large sets of multivariate data.",30+,www.indeed.com/rc/clk?jk=61ca594dec516acd&fccid=ee32437d8dec00bd&vjs=3
66,Transportation Engineering R&D Lab Assistants - INTERN,Leidos,"Alexandria, VA 22311 (Alexandria West area)",Data collection and record keeping. Leidos is seeking Transportation Research and Development Engineer Lab Assistants (R&D Lab Assistants) INTERN to join our…,30+,www.indeed.com/rc/clk?jk=0030f17fdc7a31e1&fccid=8765a4045377753a&vjs=3
67,Fleet Management Systems Data Analysis Intern - Summer 2020,OneWeb,"Alexandria, VA 22311 (Alexandria West area)",The Fleet Management Systems Data Analysis Intern will work within the Fleet Management Segment. The Fleet Management Segment is in constant need of data…,30+,www.indeed.com/rc/clk?jk=2957ebf70c66ec6d&fccid=b34667c965a369ae&vjs=3
68,Spring Data Science Intern,Øptimus Consulting,"Alexandria, VA 22311 (Alexandria West area)","Øptimus Consulting, a data science and software company, is seeking a data science intern in their Washington D.C. area office for the summer term.",30+,www.indeed.com/rc/clk?jk=add19b107c6f8edb&fccid=ea4b9d43d2edf4b3&vjs=3
69,"2020 Intern- Information Mgmt. & Analytics - Falls Church,VA",Northrop Grumman,"Alexandria, VA 22311 (Alexandria West area)","Extracting, preparing and publishing data sets for data scientists, business analysts and other data consumers. An internship at Northrop Grumman is unique.",30+,www.indeed.com/rc/clk?jk=fd45a20a83e7d639&fccid=11619ce0d3c2c733&vjs=3
70,Entry Level Federal Associate Data Science,IBM,"Alexandria, VA 22311 (Alexandria West area)",Work you could do as a Federal Associate Data Scientist: Work or internship experience using data science tools in a corporate environment.,30+,www.indeed.com/rc/clk?jk=f9be0b97ced221c8&fccid=de71a49b535e21cb&vjs=3
71,"2020 Internship Washington, DC","Wiss, Janney, Elstner Associates","Alexandria, VA 22311 (Alexandria West area)","Ability to record data clearly and write passages for reports, letters, etc. Organize field data and assist with research to facilitate analysis, problem…",30+,www.indeed.com/rc/clk?jk=42a120a6eb68d2e4&fccid=88017a7c8f4ca56c&vjs=3
72,"Summer 2020 DOOR Intern - Reston, VA",Penn State University,"Washington, DC",Data scientist duties will include researching and developing feasible algorithmic solutions to given large sets of multivariate data.,30+,www.indeed.com/rc/clk?jk=3d18e39cac18bbfc&fccid=ee32437d8dec00bd&vjs=3
73,"Program Associate, MHA & MPH Programs",George Washington University,"Washington, DC",Keeps accurate data on professional development events and attendance. Guides each second year MHA student through his/her application for an administrative…,30+,www.indeed.com/rc/clk?jk=e7cbab5feab55383&fccid=2c3eae37f0ea0cfb&vjs=3
74,Digital Project Coordinator,ICF,"Washington, DC",Internship experience at a consulting firm or agency preferred. We’re currently hiring for a Digital Project Coordinator to join our Fairfax team in Summer 2020…,30+,www.indeed.com/rc/clk?jk=45ca41ae4fc32d6b&fccid=cc35f9c14f8799a9&vjs=3
75,Massachusetts Data & Policy Analysis Intern,Education Trust,"Washington, DC",Massachusetts Data and Policy Analysis Intern. Data analysis of state databases to better understand trends in educational achievement and opportunity.,30+,www.indeed.com/rc/clk?jk=031351da17d1cc53&fccid=d9423279958c6961&vjs=3
76,Environmental Scientist,Dawson,"Washington, DC",Effective written/verbal communication and organization/analytical skills; experience recording/writing detailed technical data and reports a plus.,30+,www.indeed.com/rc/clk?jk=fc57fc8bc02455e4&fccid=f03b6a50a4014195&vjs=3
77,Associate Data Scientist,Øptimus Consulting,"Washington, DC","For current students, we offer a Data Science internship. Øptimus Consulting, a data science and software company, is seeking a full-time associate data…",30+,www.indeed.com/rc/clk?jk=1b339f72d510f852&fccid=ea4b9d43d2edf4b3&vjs=3
78,"China Research Analyst Intern (Fall, Mandarin Required)",BluePath Labs,"Washington, DC","Data collection, scanning, and entry. There are no end-dates for the internship. Previous research and data collection with Mandarin publications.",30+,www.indeed.com/rc/clk?jk=95757738d68ab641&fccid=3c4a700dea0f95ad&vjs=3
79,Machine Learning Developer,Booz Allen Hamilton,"Washington, DC",You’ll provide technical leadership amongst a team of full stack developers and engineers to evolve a sensor infrastructure solution that turns complex real…,30+,www.indeed.com/rc/clk?jk=af116abad89c2f4a&fccid=4e041af1d0af1bc8&vjs=3
80,Associate Scientist,AvMet Applications,"Washington, DC","AvMet’s work domain ranges from program management support to large-scale data manipulation, modeling, and analysis. Interest in and/or knowledge of aviation.",30+,www.indeed.com/rc/clk?jk=794cea1e799d3993&fccid=b164e9b6e7c17f13&vjs=3
81,Scientist / Senior Scientist,AvMet Applications,"Washington, DC","AvMet Applications, Inc. (AvMet), is recruiting for a Scientist / Senior Scientist who is self-motivated and detail-oriented with excellent communication skills…",30+,www.indeed.com/rc/clk?jk=8df2a8caf0172d0b&fccid=b164e9b6e7c17f13&vjs=3
82,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Washington, DC","As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision…",30+,www.indeed.com/cmp/Central-Intelligence-Agency
83,Data Scientist,Central Intelligence Agency,"Washington, DC","As a Data Scientist for the CIA, you will organize and interpret data to inform US decision makers, drive successful operations and shape CIA technology and…",30+,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjZycesTIQYxFSJWWs_8HUdDB9hwnbzKrEDmqNEQWLfwRG9GenFiLzX9NjSKXd29GoPxByddGgCwKJYfyC_zQmmOKYurIfyNb0Bi_9DTQbXlY-wGT1MDWens1AdxQPyBrFh1kRwZzLH3uNEZCPli_tLHZiQp17cqy3CBR7YwqXcHjaftzNPbedetRvVSQCMWS-8hfb8nlRNrlAT3r37LumCTBazSuMRczIMLVf-Snw9QECjkw_zkzOw1p0d5VgdYCKNmlXX4H9MGBOqBAa_5N_Fi2w8qfOoXk51J1b-WwPv2T3lQffIrUCDUWcxZbhFq-yOJoj9rA9FDsQAKwO0wnx3hLmXYuRFjIGqvlW61QVmo3quXwtAH4xOl7KVQTvK66-LYwmbxG_Hn64auVe5ZuS9tHCgbcudZkW9BvQ0YVesOsBVH3gNGcdM9843jWuKCRMra7jH0QdWw9&p=11&fvj=0&vjs=3
84,Data Scientist - Intern (Summer 2020),"Systems Planning and Analysis, Inc.","Washington, DC","Experience with preprocessing varied and unstructured data. Experience with common data science tools such as Python, R, or other scripting language.",5,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A9iRlroMm07lYYI3dFCEt8cETOqHrMaOLrsdITsZByvSJGGsIEEccsJw2Nbvm3ZC8zQnYvB-f6CZm4ncnQAgJBalJd4epOKCPVLCsz9XApoyvvhkTqjzs7tQ5k5euUtOYu2cf5rIjvaZo3ykQ8-lHGalw9hgnnRyOPfgaQVIfj8vVJ66mZwGhqzR0gOA0H5fl7EsoJrilohxauoCMjphE3ljGb2T9DvwZQ2rem-_u7wxM8UIWBI07VWivERC3s0Bt2Mohp_zSWDod5M9n7g_UtqC6eJQ1Jx7Q2N_h57FJ19rDOSjKWrLmtZuF6ENsNoEuH6zTKt7H2_GqlReHSe7NDXQhDLtqpPrn_aYiNR4AAnQDMRHuEQl0qVudmh5C7HtTACXHkIfilwpC8p1OJTonm6yJuQgGTEaZYhaAM1cr0fMO1gwPiKM54W-71e35gYsPJjacu4-uiOqBJ5jJP5O0Hh_SAxWX69f6KGsYi-qhMf87DCv7YOA5Yt90JTQEmFMCAGSR3FEbL-0cRPT4El-0jcjJM9vk3gZ7z9H3lAN9azju6dMIm6Z-ieOx6wapJpYXhLOSvk0UdFlhlNR3miaMSUP3dhXwiJZKuLaLJ-g9KLrATwoDhbxnb25_n54LrkLA-QkY9qjuKT1LTPiV4pfYTYApYaS3TBrlZs8bB40FvVhGT7DAcxaqT&p=12&fvj=0&vjs=3
85,Graduate Studies Program - Data Scientist,Central Intelligence Agency,"Washington, DC","As a Data Scientist Graduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision…",30+,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjYyztgCjYk9Nn1Yk0fikpBCXlbJRto7tbrtR6ny1gwoDYbGX4DLgV4jACPGKx-78S7ubsJe0cRVFqwrXomGJVxXuVov68Tz-VjWixzObefPCyN4hofwtIqHyq2I1IshXUEvUe2slKEEpSN4XLj12mySa4OChuqFpf-fT3VneK76Rgl6XBXADFbHkK_R-TvcIyWKOdxIcl0IUKXnYLVTwvQoqgbVwFk6o58F9YvwPE5PGTbcsPDbPvCWA6fX9kgvcvCMnrth6YeeaPY9JuIXIzRkhEvXtNlYlvq-ZzbIwUBPI9sfRtv8k0tevJiMk29CM8wJiR3XgVqUuS1Z2UOfpvcioIVhOVBu5DZFPMKqppV-dtv8Fhp51QyMuSGWqe_6h-_GuhqW1Weqbd6_POzPvmQTnWekSDHetQmKp5nw7keCUcmIOll8pR9nSLDW6rcUOg0ShX8c83BsZALd1kdB_gclqRvdHZbdHZzOv4TSN7k3Xajrgldn4M0SgwxPECfv5MA==&p=13&fvj=0&vjs=3
86,Operations Research Analyst Intern,"Systems Planning and Analysis, Inc.","Washington, DC","Apply innovative concepts, quantitative tools and creative data visualization methods. Working towards a Bachelor’s degree in Engineering, Math, Ops Research,…",5,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A9iRlroMm07lYYI3dFCEt8cETOqHrMaOLrsdITsZByvSJGGsIEEccsJw2Nbvm3ZC8zQnYvB-f6CTIUpOaOLLV7KqJKC6L8M3yiqBKHgXradA-B3tGb6D91_SSzq6bwF3j_eRFdcXyXGpBRMva-NZAPVpwf0t-aESaOGlXyEbo2dvYS4rSMP7dspQgHvy0rJ9ztyorpcHWVIotZJnMWeZguLr4IZvERuh58GVDHpYguz7zFxvs-t0BPKgmiwuRH_rzUA5BM-rsgwOWkc5yTeHFhRy2VrJu1SAjETcK5jit6LP_v8Pd7jcCfOCyjfYvrDYfnLIs-_BDEWSt5Sof4NAO0PfG-wA9wnK1NNWq5rE_B5cuogQD6rs3ZKBycBg7_c49bU9tCLrHjubDamH9qb_PIYF_JOfnpKSeN8jYetrc17MSHRIogO9vQnmgAnDljR9Qdn8imevZ6gV4LFtqivzXf-Pap4VOV07_TuOeoGmTWU62kZSJJethf1qvJK5s5TNgJqp6__G8duGZumSJGjHprsXxwhxyw10lcHwq4wqhIYZUf5-aYcGxUNlyCT-hSWkbeR9jKTD4Q4_SC8AYAMIquYUDFtKuI-gEgI_wjHBHk1e3tZZyklCMLYet4YTN4DVijdtdt5dK_sU7f2SGLBSwOUp9SvDS3iAa4XKvDSkMg73dwiOUMiAMJ&p=14&fvj=0&vjs=3
87,"Software Engineer, Internship",Palantir Technologies,"Washington, DC","Familiarity with data structures, storage systems, cloud infrastructure, front-end frameworks, and other technical tools.",30+,www.indeed.com/rc/clk?jk=7aa61cb07261f7c8&fccid=c47ef3947291e221&vjs=3
88,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Washington, DC","As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision…",30+,www.indeed.com/cmp/Central-Intelligence-Agency
89,Data Scientist,Central Intelligence Agency,"Washington, DC","As a Data Scientist for the CIA, you will organize and interpret data to inform US decision makers, drive successful operations and shape CIA technology and…",30+,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjZycesTIQYxFSJWWs_8HUdDB9hwnbzKrEDmqNEQWLfwRG9GenFiLzX9NjSKXd29GoPxByddGgCwKJYfyC_zQmmOKYurIfyNb0Bi_9DTQbXlY-wGT1MDWens1AdxQPyBrFkN-Zh9EcsWA-l6yyaThlp7UrwpAp8cUknDbUrHGq2s7_0q0CRdQ-C1QiO3QnffyWS1tdrymfrCCL1zqZxP0bAuydIZZBXYFr4FCDYvF-z9OpPTH6K1E4hWpK5ouuJ0NgtbxGy6pfhgWFIUqeTsr9zEuMDAZ0khrXo7u0--jd4B9AnIavwYMYQWsDjrBgi30AiUvacsGMDl7G6bmV977f1eInz51hPaNiKKcdFmkqpqyXsAufAl_zyonGbjyKY1JkEhvH6vdFVl4xCQHCu7o8XlfsoOxrxcHf6OL7XkN5iQehBHoOYwfOzcNsKyRAT6AkNJ7QfIr3ZRC&p=2&fvj=0&vjs=3
90,Data Scientist - Intern (Summer 2020),"Systems Planning and Analysis, Inc.","Washington, DC","Experience with preprocessing varied and unstructured data. Experience with common data science tools such as Python, R, or other scripting language.",5,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A9iRlroMm07lYYI3dFCEt8cETOqHrMaOLrsdITsZByvSJGGsIEEccsJw2Nbvm3ZC8zQnYvB-f6CZm4ncnQAgJBalJd4epOKCPVLCsz9XApoyvvhkTqjzs7tQ5k5euUtOYu2cf5rIjvaZo3ykQ8-lHGalw9hgnnRyOPfgaQVIfj8vVJ66mZwGhqzR0gOA0H5fl7EsoJriloh0g4Q4EZFxOR-I5o7YgVCWEEp6FElhIPsRF2vrFdzjUsbM0cnDnSvzyzI7leg5ipSpso-OMypL0IK8tN9JPG5_foPuX_z__-XwnbHQMJYeSR66o61SODFETD1NcYNs7aBAZVxp6c-DV4NJdEifzoruXnAlLyQ7abYdnT0W2wlfoq9dzCjc4VgOog6OhHCSjh9agIzJ9h67mvPsOUIFonC01Z7KsykloFWWD-Q5LJ-5vNVXEayM5O-6WBttKDtt5oLAkHJT03ZhSujIo9DNpE84cL_MorkiPvMWMA-w3rBobk_AtGaKWMsCYMrc4UXWpKm2KFBSTjTaxPtfCtcwPIIKxdvVvB_nVorP3kvzUat8iNd12f4X_j4-LpxiBWchxdSWOWZ-0L6FkvghPYQbo73dxWijzTrrS4gIwQWUgU3ztaWAXikqaJZzGYizvbThhGeV0QWTcwvaM5FI_VAdsHLIs72B711gxcjQUx8iZPT5Jb&p=3&fvj=0&vjs=3
91,Graduate Studies Program - Data Scientist,Central Intelligence Agency,"Washington, DC","As a Data Scientist Graduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision…",30+,www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AF-trXmOgtyCwioKtrEl8yaVFL4BmZPgj5ekSBDDCZjYyztgCjYk9Nn1Yk0fikpBCXlbJRto7tbrtR6ny1gwoDYbGX4DLgV4jACPGKx-78S7ubsJe0cRVFqwrXomGJVxXuVov68Tz-VjWixzObefPCyN4hofwtIqHyq2I1IshXUEvUe2slKEEpSN4XLj12mySa4OChuqFpf-VGO3ROh-bmwpNqYjJ9Sd0lQGd8smYSrvzD7G8usWF7EyAqATFf_FhUC8hw-cmkbN_kIhlWFXY2J5cG0NU-7uZu8CSqAsiNAUrfQQbvgVzsnIFeFGTAp4usXkGzgKpA3OofcDS15vx40yrHd4S_VKfFoGi7COhCayXT0P_hnF8l_2Fj8CdN4LUzWMMb0L8_izTy2ChGnB3nVCZShjF7d8D-_cFsbukPh4FiClTjRF3xrnRFA6sgWcPPV_DDRM69AKK2T1OSfhk2wO10lNLNPJhC362YUXeq8GX38TyppBPGRb4qyEwhqY2pi5PC1cpmq4DF8SlU28QzkFkrz0w9-IA=&p=4&fvj=0&vjs=3
92,Environmental Scientist,Dawson,"Washington, DC",Effective written/verbal communication and organization/analytical skills; experience recording/writing detailed technical data and reports a plus.,30+,www.indeed.com/rc/clk?jk=fc57fc8bc02455e4&fccid=f03b6a50a4014195&vjs=3
93,Associate Data Scientist,Øptimus Consulting,"Washington, DC","For current students, we offer a Data Science internship. Øptimus Consulting, a data science and software company, is seeking a full-time associate data…",30+,www.indeed.com/rc/clk?jk=1b339f72d510f852&fccid=ea4b9d43d2edf4b3&vjs=3
94,"China Research Analyst Intern (Fall, Mandarin Required)",BluePath Labs,"Washington, DC","Data collection, scanning, and entry. There are no end-dates for the internship. Previous research and data collection with Mandarin publications.",30+,www.indeed.com/rc/clk?jk=95757738d68ab641&fccid=3c4a700dea0f95ad&vjs=3
95,Machine Learning Developer,Booz Allen Hamilton,"Washington, DC",You’ll provide technical leadership amongst a team of full stack developers and engineers to evolve a sensor infrastructure solution that turns complex real…,30+,www.indeed.com/rc/clk?jk=af116abad89c2f4a&fccid=4e041af1d0af1bc8&vjs=3
96,Associate Scientist,AvMet Applications,"Washington, DC","AvMet’s work domain ranges from program management support to large-scale data manipulation, modeling, and analysis. Interest in and/or knowledge of aviation.",30+,www.indeed.com/rc/clk?jk=794cea1e799d3993&fccid=b164e9b6e7c17f13&vjs=3
97,Scientist / Senior Scientist,AvMet Applications,"Washington, DC","AvMet Applications, Inc. (AvMet), is recruiting for a Scientist / Senior Scientist who is self-motivated and detail-oriented with excellent communication skills…",30+,www.indeed.com/rc/clk?jk=8df2a8caf0172d0b&fccid=b164e9b6e7c17f13&vjs=3
98,"Software Engineer, Internship",Palantir Technologies,"Washington, DC","Familiarity with data structures, storage systems, cloud infrastructure, front-end frameworks, and other technical tools.",30+,www.indeed.com/rc/clk?jk=7aa61cb07261f7c8&fccid=c47ef3947291e221&vjs=3
99,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Washington, DC","As a Data Scientist Undergraduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision…",30+,www.indeed.com/cmp/Central-Intelligence-Agency
